date,cmname,unit,category,price,currency,country,admname,adm1id,mktname,mktid,cmid,ptid,umid,catid,sn,default
2016-10-15,Rice - Retail,KG,cereals and tubers,16.1733,UAH,Ukraine,,0,National Average,1295,52,15,5,1,1295_52_15_5,
2016-11-15,Rice - Retail,KG,cereals and tubers,16.23,UAH,Ukraine,,0,National Average,1295,52,15,5,1,1295_52_15_5,
2016-12-15,Rice - Retail,KG,cereals and tubers,16.2667,UAH,Ukraine,,0,National Average,1295,52,15,5,1,1295_52_15_5,
2017-01-15,Rice - Retail,KG,cereals and tubers,16.5533,UAH,Ukraine,,0,National Average,1295,52,15,5,1,1295_52_15_5,
2017-02-15,Rice - Retail,KG,cereals and tubers,16.7967,UAH,Ukraine,,0,National Average,1295,52,15,5,1,1295_52_15_5,
2017-03-15,Rice - Retail,KG,cereals and tubers,17.1167,UAH,Ukraine,,0,National Average,1295,52,15,5,1,1295_52_15_5,
2017-04-15,Rice - Retail,KG,cereals and tubers,17.26,UAH,Ukraine,,0,National Average,1295,52,15,5,1,1295_52_15_5,
2017-05-15,Rice - Retail,KG,cereals and tubers,17.5433,UAH,Ukraine,,0,National Average,1295,52,15,5,1,1295_52_15_5,
2017-06-15,Rice - Retail,KG,cereals and tubers,18.17,UAH,Ukraine,,0,National Average,1295,52,15,5,1,1295_52_15_5,
2017-07-15,Rice - Retail,KG,cereals and tubers,18.4567,UAH,Ukraine,,0,National Average,1295,52,15,5,1,1295_52_15_5,
2017-09-15,Rice - Retail,KG,cereals and tubers,19.44,UAH,Ukraine,,0,National Average,1295,52,15,5,1,1295_52_15_5,
2017-10-15,Rice - Retail,KG,cereals and tubers,19.7233,UAH,Ukraine,,0,National Average,1295,52,15,5,1,1295_52_15_5,
2017-11-15,Rice - Retail,KG,cereals and tubers,20.0567,UAH,Ukraine,,0,National Average,1295,52,15,5,1,1295_52_15_5,
2017-12-15,Rice - Retail,KG,cereals and tubers,19.8833,UAH,Ukraine,,0,National Average,1295,52,15,5,1,1295_52_15_5,
2014-03-15,Milk - Retail,L,milk and dairy,7.94,UAH,Ukraine,,0,National Average,1295,81,15,15,3,1295_81_15_15,
2014-04-15,Milk - Retail,L,milk and dairy,8.0733,UAH,Ukraine,,0,National Average,1295,81,15,15,3,1295_81_15_15,
2014-05-15,Milk - Retail,L,milk and dairy,8.15,UAH,Ukraine,,0,National Average,1295,81,15,15,3,1295_81_15_15,
2014-06-15,Milk - Retail,L,milk and dairy,8.1733,UAH,Ukraine,,0,National Average,1295,81,15,15,3,1295_81_15_15,
2014-07-15,Milk - Retail,L,milk and dairy,8.1667,UAH,Ukraine,,0,National Average,1295,81,15,15,3,1295_81_15_15,
2014-08-15,Milk - Retail,L,milk and dairy,8.1667,UAH,Ukraine,,0,National Average,1295,81,15,15,3,1295_81_15_15,
2014-09-15,Milk - Retail,L,milk and dairy,8.32,UAH,Ukraine,,0,National Average,1295,81,15,15,3,1295_81_15_15,
2014-10-15,Milk - Retail,L,milk and dairy,8.6767,UAH,Ukraine,,0,National Average,1295,81,15,15,3,1295_81_15_15,
2014-11-15,Milk - Retail,L,milk and dairy,8.7367,UAH,Ukraine,,0,National Average,1295,81,15,15,3,1295_81_15_15,
2014-12-15,Milk - Retail,L,milk and dairy,8.7933,UAH,Ukraine,,0,National Average,1295,81,15,15,3,1295_81_15_15,
2015-01-15,Milk - Retail,L,milk and dairy,9.0267,UAH,Ukraine,,0,National Average,1295,81,15,15,3,1295_81_15_15,
2015-02-15,Milk - Retail,L,milk and dairy,9.1833,UAH,Ukraine,,0,National Average,1295,81,15,15,3,1295_81_15_15,
2015-03-15,Milk - Retail,L,milk and dairy,9.67,UAH,Ukraine,,0,National Average,1295,81,15,15,3,1295_81_15_15,
2015-04-15,Milk - Retail,L,milk and dairy,10.09,UAH,Ukraine,,0,National Average,1295,81,15,15,3,1295_81_15_15,
2015-05-15,Milk - Retail,L,milk and dairy,10.2633,UAH,Ukraine,,0,National Average,1295,81,15,15,3,1295_81_15_15,
2015-06-15,Milk - Retail,L,milk and dairy,10.4267,UAH,Ukraine,,0,National Average,1295,81,15,15,3,1295_81_15_15,
2015-07-15,Milk - Retail,L,milk and dairy,10.5633,UAH,Ukraine,,0,National Average,1295,81,15,15,3,1295_81_15_15,
2015-08-15,Milk - Retail,L,milk and dairy,10.6667,UAH,Ukraine,,0,National Average,1295,81,15,15,3,1295_81_15_15,
2015-09-15,Milk - Retail,L,milk and dairy,10.85,UAH,Ukraine,,0,National Average,1295,81,15,15,3,1295_81_15_15,
2015-10-15,Milk - Retail,L,milk and dairy,11.0333,UAH,Ukraine,,0,National Average,1295,81,15,15,3,1295_81_15_15,
2015-11-15,Milk - Retail,L,milk and dairy,11.41,UAH,Ukraine,,0,National Average,1295,81,15,15,3,1295_81_15_15,
2015-12-15,Milk - Retail,L,milk and dairy,11.7833,UAH,Ukraine,,0,National Average,1295,81,15,15,3,1295_81_15_15,
2016-01-15,Milk - Retail,L,milk and dairy,11.9967,UAH,Ukraine,,0,National Average,1295,81,15,15,3,1295_81_15_15,
2016-02-15,Milk - Retail,L,milk and dairy,12.32,UAH,Ukraine,,0,National Average,1295,81,15,15,3,1295_81_15_15,
2016-03-15,Milk - Retail,L,milk and dairy,12.53,UAH,Ukraine,,0,National Average,1295,81,15,15,3,1295_81_15_15,
2016-04-15,Milk - Retail,L,milk and dairy,12.4233,UAH,Ukraine,,0,National Average,1295,81,15,15,3,1295_81_15_15,
2016-05-15,Milk - Retail,L,milk and dairy,12.4467,UAH,Ukraine,,0,National Average,1295,81,15,15,3,1295_81_15_15,
2016-06-15,Milk - Retail,L,milk and dairy,12.3867,UAH,Ukraine,,0,National Average,1295,81,15,15,3,1295_81_15_15,
2016-07-15,Milk - Retail,L,milk and dairy,12.4733,UAH,Ukraine,,0,National Average,1295,81,15,15,3,1295_81_15_15,
2016-08-15,Milk - Retail,L,milk and dairy,12.54,UAH,Ukraine,,0,National Average,1295,81,15,15,3,1295_81_15_15,
2016-09-15,Milk - Retail,L,milk and dairy,12.8233,UAH,Ukraine,,0,National Average,1295,81,15,15,3,1295_81_15_15,
2016-10-15,Milk - Retail,L,milk and dairy,13.35,UAH,Ukraine,,0,National Average,1295,81,15,15,3,1295_81_15_15,
2016-11-15,Milk - Retail,L,milk and dairy,14.1633,UAH,Ukraine,,0,National Average,1295,81,15,15,3,1295_81_15_15,
2016-12-15,Milk - Retail,L,milk and dairy,15.2033,UAH,Ukraine,,0,National Average,1295,81,15,15,3,1295_81_15_15,
2017-01-15,Milk - Retail,L,milk and dairy,15.7733,UAH,Ukraine,,0,National Average,1295,81,15,15,3,1295_81_15_15,
2017-02-15,Milk - Retail,L,milk and dairy,16.3733,UAH,Ukraine,,0,National Average,1295,81,15,15,3,1295_81_15_15,
2017-03-15,Milk - Retail,L,milk and dairy,16.5467,UAH,Ukraine,,0,National Average,1295,81,15,15,3,1295_81_15_15,
2017-04-15,Milk - Retail,L,milk and dairy,16.5833,UAH,Ukraine,,0,National Average,1295,81,15,15,3,1295_81_15_15,
2017-05-15,Milk - Retail,L,milk and dairy,16.49,UAH,Ukraine,,0,National Average,1295,81,15,15,3,1295_81_15_15,
2017-06-15,Milk - Retail,L,milk and dairy,16.5733,UAH,Ukraine,,0,National Average,1295,81,15,15,3,1295_81_15_15,
2017-07-15,Milk - Retail,L,milk and dairy,16.7333,UAH,Ukraine,,0,National Average,1295,81,15,15,3,1295_81_15_15,
2017-09-15,Milk - Retail,L,milk and dairy,17.3767,UAH,Ukraine,,0,National Average,1295,81,15,15,3,1295_81_15_15,
2017-10-15,Milk - Retail,L,milk and dairy,17.7833,UAH,Ukraine,,0,National Average,1295,81,15,15,3,1295_81_15_15,
2017-11-15,Milk - Retail,L,milk and dairy,18.1433,UAH,Ukraine,,0,National Average,1295,81,15,15,3,1295_81_15_15,
2017-12-15,Milk - Retail,L,milk and dairy,18.51,UAH,Ukraine,,0,National Average,1295,81,15,15,3,1295_81_15_15,
2014-03-15,Potatoes - Retail,KG,cereals and tubers,6.74,UAH,Ukraine,,0,National Average,1295,83,15,5,1,1295_83_15_5,
2014-04-15,Potatoes - Retail,KG,cereals and tubers,6.8833,UAH,Ukraine,,0,National Average,1295,83,15,5,1,1295_83_15_5,
2014-05-15,Potatoes - Retail,KG,cereals and tubers,7.5433,UAH,Ukraine,,0,National Average,1295,83,15,5,1,1295_83_15_5,
2014-06-15,Potatoes - Retail,KG,cereals and tubers,7.13,UAH,Ukraine,,0,National Average,1295,83,15,5,1,1295_83_15_5,
2014-07-15,Potatoes - Retail,KG,cereals and tubers,4.3233,UAH,Ukraine,,0,National Average,1295,83,15,5,1,1295_83_15_5,
2014-08-15,Potatoes - Retail,KG,cereals and tubers,3.1267,UAH,Ukraine,,0,National Average,1295,83,15,5,1,1295_83_15_5,
2014-09-15,Potatoes - Retail,KG,cereals and tubers,3.0,UAH,Ukraine,,0,National Average,1295,83,15,5,1,1295_83_15_5,
2014-10-15,Potatoes - Retail,KG,cereals and tubers,3.02,UAH,Ukraine,,0,National Average,1295,83,15,5,1,1295_83_15_5,
2014-11-15,Potatoes - Retail,KG,cereals and tubers,2.9867,UAH,Ukraine,,0,National Average,1295,83,15,5,1,1295_83_15_5,
2014-12-15,Potatoes - Retail,KG,cereals and tubers,3.1133,UAH,Ukraine,,0,National Average,1295,83,15,5,1,1295_83_15_5,
2015-01-15,Potatoes - Retail,KG,cereals and tubers,3.6667,UAH,Ukraine,,0,National Average,1295,83,15,5,1,1295_83_15_5,
2015-02-15,Potatoes - Retail,KG,cereals and tubers,3.98,UAH,Ukraine,,0,National Average,1295,83,15,5,1,1295_83_15_5,
2015-03-15,Potatoes - Retail,KG,cereals and tubers,4.4033,UAH,Ukraine,,0,National Average,1295,83,15,5,1,1295_83_15_5,
2015-04-15,Potatoes - Retail,KG,cereals and tubers,4.04,UAH,Ukraine,,0,National Average,1295,83,15,5,1,1295_83_15_5,
2015-05-15,Potatoes - Retail,KG,cereals and tubers,3.97,UAH,Ukraine,,0,National Average,1295,83,15,5,1,1295_83_15_5,
2015-06-15,Potatoes - Retail,KG,cereals and tubers,5.9433,UAH,Ukraine,,0,National Average,1295,83,15,5,1,1295_83_15_5,
2015-07-15,Potatoes - Retail,KG,cereals and tubers,5.3,UAH,Ukraine,,0,National Average,1295,83,15,5,1,1295_83_15_5,
2015-08-15,Potatoes - Retail,KG,cereals and tubers,4.79,UAH,Ukraine,,0,National Average,1295,83,15,5,1,1295_83_15_5,
2015-09-15,Potatoes - Retail,KG,cereals and tubers,4.88,UAH,Ukraine,,0,National Average,1295,83,15,5,1,1295_83_15_5,
2015-10-15,Potatoes - Retail,KG,cereals and tubers,5.0533,UAH,Ukraine,,0,National Average,1295,83,15,5,1,1295_83_15_5,
2015-11-15,Potatoes - Retail,KG,cereals and tubers,5.8433,UAH,Ukraine,,0,National Average,1295,83,15,5,1,1295_83_15_5,
2015-12-15,Potatoes - Retail,KG,cereals and tubers,5.96,UAH,Ukraine,,0,National Average,1295,83,15,5,1,1295_83_15_5,
2016-01-15,Potatoes - Retail,KG,cereals and tubers,6.28,UAH,Ukraine,,0,National Average,1295,83,15,5,1,1295_83_15_5,
2016-02-15,Potatoes - Retail,KG,cereals and tubers,6.02,UAH,Ukraine,,0,National Average,1295,83,15,5,1,1295_83_15_5,
2016-03-15,Potatoes - Retail,KG,cereals and tubers,5.3833,UAH,Ukraine,,0,National Average,1295,83,15,5,1,1295_83_15_5,
2016-04-15,Potatoes - Retail,KG,cereals and tubers,5.17,UAH,Ukraine,,0,National Average,1295,83,15,5,1,1295_83_15_5,
2016-05-15,Potatoes - Retail,KG,cereals and tubers,5.8267,UAH,Ukraine,,0,National Average,1295,83,15,5,1,1295_83_15_5,
2016-06-15,Potatoes - Retail,KG,cereals and tubers,6.4633,UAH,Ukraine,,0,National Average,1295,83,15,5,1,1295_83_15_5,
2016-07-15,Potatoes - Retail,KG,cereals and tubers,5.3533,UAH,Ukraine,,0,National Average,1295,83,15,5,1,1295_83_15_5,
2016-08-15,Potatoes - Retail,KG,cereals and tubers,4.87,UAH,Ukraine,,0,National Average,1295,83,15,5,1,1295_83_15_5,
2016-09-15,Potatoes - Retail,KG,cereals and tubers,4.66,UAH,Ukraine,,0,National Average,1295,83,15,5,1,1295_83_15_5,
2016-10-15,Potatoes - Retail,KG,cereals and tubers,4.6567,UAH,Ukraine,,0,National Average,1295,83,15,5,1,1295_83_15_5,
2016-11-15,Potatoes - Retail,KG,cereals and tubers,4.9,UAH,Ukraine,,0,National Average,1295,83,15,5,1,1295_83_15_5,
2016-12-15,Potatoes - Retail,KG,cereals and tubers,5.1967,UAH,Ukraine,,0,National Average,1295,83,15,5,1,1295_83_15_5,
2017-01-15,Potatoes - Retail,KG,cereals and tubers,5.84,UAH,Ukraine,,0,National Average,1295,83,15,5,1,1295_83_15_5,
2017-02-15,Potatoes - Retail,KG,cereals and tubers,6.3067,UAH,Ukraine,,0,National Average,1295,83,15,5,1,1295_83_15_5,
2017-03-15,Potatoes - Retail,KG,cereals and tubers,6.3433,UAH,Ukraine,,0,National Average,1295,83,15,5,1,1295_83_15_5,
2017-04-15,Potatoes - Retail,KG,cereals and tubers,6.8,UAH,Ukraine,,0,National Average,1295,83,15,5,1,1295_83_15_5,
2017-05-15,Potatoes - Retail,KG,cereals and tubers,8.7333,UAH,Ukraine,,0,National Average,1295,83,15,5,1,1295_83_15_5,
2017-06-15,Potatoes - Retail,KG,cereals and tubers,10.4133,UAH,Ukraine,,0,National Average,1295,83,15,5,1,1295_83_15_5,
2017-07-15,Potatoes - Retail,KG,cereals and tubers,8.3867,UAH,Ukraine,,0,National Average,1295,83,15,5,1,1295_83_15_5,
2017-09-15,Potatoes - Retail,KG,cereals and tubers,6.4867,UAH,Ukraine,,0,National Average,1295,83,15,5,1,1295_83_15_5,
2017-10-15,Potatoes - Retail,KG,cereals and tubers,6.0633,UAH,Ukraine,,0,National Average,1295,83,15,5,1,1295_83_15_5,
2017-11-15,Potatoes - Retail,KG,cereals and tubers,5.78,UAH,Ukraine,,0,National Average,1295,83,15,5,1,1295_83_15_5,
2017-12-15,Potatoes - Retail,KG,cereals and tubers,5.9333,UAH,Ukraine,,0,National Average,1295,83,15,5,1,1295_83_15_5,
"2014-03-15,Eggs - Retail,10 pcs,""meat, fish and eggs"",9.4867,UAH,Ukraine,,0,National Average,1295,92,15,81,2,1295_92_15_81,"
"2014-04-15,Eggs - Retail,10 pcs,""meat, fish and eggs"",7.8433,UAH,Ukraine,,0,National Average,1295,92,15,81,2,1295_92_15_81,"
"2014-05-15,Eggs - Retail,10 pcs,""meat, fish and eggs"",7.3967,UAH,Ukraine,,0,National Average,1295,92,15,81,2,1295_92_15_81,"
"2014-06-15,Eggs - Retail,10 pcs,""meat, fish and eggs"",6.8467,UAH,Ukraine,,0,National Average,1295,92,15,81,2,1295_92_15_81,"
"2014-07-15,Eggs - Retail,10 pcs,""meat, fish and eggs"",8.9267,UAH,Ukraine,,0,National Average,1295,92,15,81,2,1295_92_15_81,"
"2014-08-15,Eggs - Retail,10 pcs,""meat, fish and eggs"",10.1067,UAH,Ukraine,,0,National Average,1295,92,15,81,2,1295_92_15_81,"
"2014-09-15,Eggs - Retail,10 pcs,""meat, fish and eggs"",11.7333,UAH,Ukraine,,0,National Average,1295,92,15,81,2,1295_92_15_81,"
"2014-10-15,Eggs - Retail,10 pcs,""meat, fish and eggs"",13.3233,UAH,Ukraine,,0,National Average,1295,92,15,81,2,1295_92_15_81,"
"2014-11-15,Eggs - Retail,10 pcs,""meat, fish and eggs"",13.39,UAH,Ukraine,,0,National Average,1295,92,15,81,2,1295_92_15_81,"
"2014-12-15,Eggs - Retail,10 pcs,""meat, fish and eggs"",14.3767,UAH,Ukraine,,0,National Average,1295,92,15,81,2,1295_92_15_81,"
"2015-01-15,Eggs - Retail,10 pcs,""meat, fish and eggs"",14.4867,UAH,Ukraine,,0,National Average,1295,92,15,81,2,1295_92_15_81,"
"2015-02-15,Eggs - Retail,10 pcs,""meat, fish and eggs"",13.8533,UAH,Ukraine,,0,National Average,1295,92,15,81,2,1295_92_15_81,"
"2015-03-15,Eggs - Retail,10 pcs,""meat, fish and eggs"",13.74,UAH,Ukraine,,0,National Average,1295,92,15,81,2,1295_92_15_81,"
"2015-04-15,Eggs - Retail,10 pcs,""meat, fish and eggs"",12.5233,UAH,Ukraine,,0,National Average,1295,92,15,81,2,1295_92_15_81,"
"2015-05-15,Eggs - Retail,10 pcs,""meat, fish and eggs"",15.08,UAH,Ukraine,,0,National Average,1295,92,15,81,2,1295_92_15_81,"
"2015-06-15,Eggs - Retail,10 pcs,""meat, fish and eggs"",14.7433,UAH,Ukraine,,0,National Average,1295,92,15,81,2,1295_92_15_81,"
"2015-07-15,Eggs - Retail,10 pcs,""meat, fish and eggs"",13.3833,UAH,Ukraine,,0,National Average,1295,92,15,81,2,1295_92_15_81,"
"2015-08-15,Eggs - Retail,10 pcs,""meat, fish and eggs"",14.6867,UAH,Ukraine,,0,National Average,1295,92,15,81,2,1295_92_15_81,"
"2015-09-15,Eggs - Retail,10 pcs,""meat, fish and eggs"",16.7,UAH,Ukraine,,0,National Average,1295,92,15,81,2,1295_92_15_81,"
"2015-10-15,Eggs - Retail,10 pcs,""meat, fish and eggs"",18.26,UAH,Ukraine,,0,National Average,1295,92,15,81,2,1295_92_15_81,"
"2015-11-15,Eggs - Retail,10 pcs,""meat, fish and eggs"",20.8,UAH,Ukraine,,0,National Average,1295,92,15,81,2,1295_92_15_81,"
"2015-12-15,Eggs - Retail,10 pcs,""meat, fish and eggs"",23.61,UAH,Ukraine,,0,National Average,1295,92,15,81,2,1295_92_15_81,"
"2016-01-15,Eggs - Retail,10 pcs,""meat, fish and eggs"",22.87,UAH,Ukraine,,0,National Average,1295,92,15,81,2,1295_92_15_81,"
"2016-02-15,Eggs - Retail,10 pcs,""meat, fish and eggs"",14.8667,UAH,Ukraine,,0,National Average,1295,92,15,81,2,1295_92_15_81,"
"2016-03-15,Eggs - Retail,10 pcs,""meat, fish and eggs"",11.9433,UAH,Ukraine,,0,National Average,1295,92,15,81,2,1295_92_15_81,"
"2016-04-15,Eggs - Retail,10 pcs,""meat, fish and eggs"",9.97,UAH,Ukraine,,0,National Average,1295,92,15,81,2,1295_92_15_81,"
"2016-05-15,Eggs - Retail,10 pcs,""meat, fish and eggs"",11.6567,UAH,Ukraine,,0,National Average,1295,92,15,81,2,1295_92_15_81,"
"2016-06-15,Eggs - Retail,10 pcs,""meat, fish and eggs"",12.1767,UAH,Ukraine,,0,National Average,1295,92,15,81,2,1295_92_15_81,"
"2016-07-15,Eggs - Retail,10 pcs,""meat, fish and eggs"",13.1067,UAH,Ukraine,,0,National Average,1295,92,15,81,2,1295_92_15_81,"
"2016-08-15,Eggs - Retail,10 pcs,""meat, fish and eggs"",13.13,UAH,Ukraine,,0,National Average,1295,92,15,81,2,1295_92_15_81,"
"2016-09-15,Eggs - Retail,10 pcs,""meat, fish and eggs"",13.33,UAH,Ukraine,,0,National Average,1295,92,15,81,2,1295_92_15_81,"
"2016-10-15,Eggs - Retail,10 pcs,""meat, fish and eggs"",21.46,UAH,Ukraine,,0,National Average,1295,92,15,81,2,1295_92_15_81,"
"2016-11-15,Eggs - Retail,10 pcs,""meat, fish and eggs"",20.2133,UAH,Ukraine,,0,National Average,1295,92,15,81,2,1295_92_15_81,"
"2016-12-15,Eggs - Retail,10 pcs,""meat, fish and eggs"",20.6233,UAH,Ukraine,,0,National Average,1295,92,15,81,2,1295_92_15_81,"
"2017-01-15,Eggs - Retail,10 pcs,""meat, fish and eggs"",19.8767,UAH,Ukraine,,0,National Average,1295,92,15,81,2,1295_92_15_81,"
"2017-02-15,Eggs - Retail,10 pcs,""meat, fish and eggs"",14.91,UAH,Ukraine,,0,National Average,1295,92,15,81,2,1295_92_15_81,"
"2017-03-15,Eggs - Retail,10 pcs,""meat, fish and eggs"",13.8467,UAH,Ukraine,,0,National Average,1295,92,15,81,2,1295_92_15_81,"
"2017-04-15,Eggs - Retail,10 pcs,""meat, fish and eggs"",10.64,UAH,Ukraine,,0,National Average,1295,92,15,81,2,1295_92_15_81,"
"2017-05-15,Eggs - Retail,10 pcs,""meat, fish and eggs"",9.1967,UAH,Ukraine,,0,National Average,1295,92,15,81,2,1295_92_15_81,"
"2017-06-15,Eggs - Retail,10 pcs,""meat, fish and eggs"",12.67,UAH,Ukraine,,0,National Average,1295,92,15,81,2,1295_92_15_81,"
"2017-07-15,Eggs - Retail,10 pcs,""meat, fish and eggs"",10.18,UAH,Ukraine,,0,National Average,1295,92,15,81,2,1295_92_15_81,"
"2017-09-15,Eggs - Retail,10 pcs,""meat, fish and eggs"",18.5967,UAH,Ukraine,,0,National Average,1295,92,15,81,2,1295_92_15_81,"
"2017-10-15,Eggs - Retail,10 pcs,""meat, fish and eggs"",21.62,UAH,Ukraine,,0,National Average,1295,92,15,81,2,1295_92_15_81,"
"2017-11-15,Eggs - Retail,10 pcs,""meat, fish and eggs"",23.8033,UAH,Ukraine,,0,National Average,1295,92,15,81,2,1295_92_15_81,"
"2017-12-15,Eggs - Retail,10 pcs,""meat, fish and eggs"",25.53,UAH,Ukraine,,0,National Average,1295,92,15,81,2,1295_92_15_81,"
2014-03-15,Sugar - Retail,KG,miscellaneous food,8.9033,UAH,Ukraine,,0,National Average,1295,97,15,5,7,1295_97_15_5,
2014-04-15,Sugar - Retail,KG,miscellaneous food,9.4667,UAH,Ukraine,,0,National Average,1295,97,15,5,7,1295_97_15_5,
2014-05-15,Sugar - Retail,KG,miscellaneous food,10.1467,UAH,Ukraine,,0,National Average,1295,97,15,5,7,1295_97_15_5,
2014-06-15,Sugar - Retail,KG,miscellaneous food,9.94,UAH,Ukraine,,0,National Average,1295,97,15,5,7,1295_97_15_5,
2014-07-15,Sugar - Retail,KG,miscellaneous food,10.0067,UAH,Ukraine,,0,National Average,1295,97,15,5,7,1295_97_15_5,
2014-08-15,Sugar - Retail,KG,miscellaneous food,9.9867,UAH,Ukraine,,0,National Average,1295,97,15,5,7,1295_97_15_5,
2014-09-15,Sugar - Retail,KG,miscellaneous food,9.9633,UAH,Ukraine,,0,National Average,1295,97,15,5,7,1295_97_15_5,
2014-10-15,Sugar - Retail,KG,miscellaneous food,8.8767,UAH,Ukraine,,0,National Average,1295,97,15,5,7,1295_97_15_5,
2014-11-15,Sugar - Retail,KG,miscellaneous food,8.1633,UAH,Ukraine,,0,National Average,1295,97,15,5,7,1295_97_15_5,
2014-12-15,Sugar - Retail,KG,miscellaneous food,8.0233,UAH,Ukraine,,0,National Average,1295,97,15,5,7,1295_97_15_5,
2015-01-15,Sugar - Retail,KG,miscellaneous food,8.7067,UAH,Ukraine,,0,National Average,1295,97,15,5,7,1295_97_15_5,
2015-02-15,Sugar - Retail,KG,miscellaneous food,10.48,UAH,Ukraine,,0,National Average,1295,97,15,5,7,1295_97_15_5,
2015-03-15,Sugar - Retail,KG,miscellaneous food,13.96,UAH,Ukraine,,0,National Average,1295,97,15,5,7,1295_97_15_5,
2015-04-15,Sugar - Retail,KG,miscellaneous food,11.4267,UAH,Ukraine,,0,National Average,1295,97,15,5,7,1295_97_15_5,
2015-05-15,Sugar - Retail,KG,miscellaneous food,11.0967,UAH,Ukraine,,0,National Average,1295,97,15,5,7,1295_97_15_5,
